Interval,Section No.,Pin Torque,Pin Speed,Lot,Parent,waferID
4.26,3,-191.25,-47.50,D514RH20,GTA511,[1-06]
4.27,3,-178.75,-33.75,D514RH20,GTA511,[1-06]
4.28,3,-171.25,-16.25,D514RH20,GTA511,[1-06]
4.29,3,-188.75,-1.25,D514RH20,GTA511,[1-06]
4.30,3,-187.50,1.25,D514RH20,GTA511,[1-06]
4.31,3,-188.75,2.50,D514RH20,GTA511,[1-06]
4.32,3,-190.00,6.25,D514RH20,GTA511,[1-06]
4.33,3,-190.00,10.00,D514RH20,GTA511,[1-06]
4.34,3,-193.75,10.00,D514RH20,GTA511,[1-06]
4.35,3,-193.75,10.00,D514RH20,GTA511,[1-06]
4.36,3,-193.75,11.25,D514RH20,GTA511,[1-06]
4.37,3,-193.75,11.25,D514RH20,GTA511,[1-06]
4.38,3,-193.75,11.25,D514RH20,GTA511,[1-06]
4.39,3,-192.50,12.50,D514RH20,GTA511,[1-06]
0.01,1,127.50,11.25,D514RH20,GTA511,[1-08]
0.02,1,115.00,12.50,D514RH20,GTA511,[1-08]
0.03,1,58.75,8.75,D514RH20,GTA511,[1-08]
0.04,1,-50.00,3.75,D514RH20,GTA511,[1-08]
0.05,1,-211.25,-7.50,D514RH20,GTA511,[1-08]
0.06,1,-412.50,-56.25,D514RH20,GTA511,[1-08]
0.07,1,-402.50,-188.75,D514RH20,GTA511,[1-08]
0.08,1,-396.25,-258.75,D514RH20,GTA511,[1-08]
0.09,1,-418.75,-308.75,D514RH20,GTA511,[1-08]
0.10,1,-417.50,-358.75,D514RH20,GTA511,[1-08]
0.11,1,-438.75,-396.25,D514RH20,GTA511,[1-08]
0.12,1,-447.50,-446.25,D514RH20,GTA511,[1-08]
0.13,1,-430.00,-476.25,D514RH20,GTA511,[1-08]
0.14,1,-420.00,-495.00,D514RH20,GTA511,[1-08]
0.15,1,-396.25,-502.50,D514RH20,GTA511,[1-08]
0.16,1,-410.00,-495.00,D514RH20,GTA511,[1-08]
0.17,1,-411.25,-500.00,D514RH20,GTA511,[1-08]
0.18,1,-416.25,-495.00,D514RH20,GTA511,[1-08]
0.19,1,-410.00,-495.00,D514RH20,GTA511,[1-08]
0.20,1,-403.75,-478.75,D514RH20,GTA511,[1-08]
0.21,1,-382.50,-453.75,D514RH20,GTA511,[1-08]
0.22,1,-376.25,-408.75,D514RH20,GTA511,[1-08]
0.23,1,-383.75,-358.75,D514RH20,GTA511,[1-08]
0.24,1,-398.75,-310.00,D514RH20,GTA511,[1-08]
0.25,1,-376.25,-276.25,D514RH20,GTA511,[1-08]
0.26,1,-358.75,-228.75,D514RH20,GTA511,[1-08]
0.27,1,-342.50,-177.50,D514RH20,GTA511,[1-08]
0.28,1,-327.50,-126.25,D514RH20,GTA511,[1-08]
0.29,1,-301.25,-88.75,D514RH20,GTA511,[1-08]
0.30,1,-306.25,-47.50,D514RH20,GTA511,[1-08]
0.31,1,-311.25,-23.75,D514RH20,GTA511,[1-08]
0.32,1,-308.75,-12.50,D514RH20,GTA511,[1-08]
0.33,1,-311.25,-1.25,D514RH20,GTA511,[1-08]
0.34,1,-308.75,0.00,D514RH20,GTA511,[1-08]
0.35,1,-310.00,1.25,D514RH20,GTA511,[1-08]
0.36,1,-311.25,2.50,D514RH20,GTA511,[1-08]
0.37,1,-311.25,5.00,D514RH20,GTA511,[1-08]
0.38,1,-310.00,3.75,D514RH20,GTA511,[1-08]
0.39,2,-307.50,2.50,D514RH20,GTA511,[1-08]
0.40,2,-316.25,0.00,D514RH20,GTA511,[1-08]
0.41,2,-320.00,-13.75,D514RH20,GTA511,[1-08]
0.42,2,-313.75,-28.75,D514RH20,GTA511,[1-08]
0.43,2,-312.50,-32.50,D514RH20,GTA511,[1-08]
0.44,2,-323.75,-33.75,D514RH20,GTA511,[1-08]
0.45,2,-328.75,-32.50,D514RH20,GTA511,[1-08]
0.46,2,-328.75,-42.50,D514RH20,GTA511,[1-08]
0.47,2,-318.75,-47.50,D514RH20,GTA511,[1-08]
0.48,2,-312.50,-48.75,D514RH20,GTA511,[1-08]
0.49,2,-316.25,-43.75,D514RH20,GTA511,[1-08]
0.50,2,-326.25,-40.00,D514RH20,GTA511,[1-08]
0.51,2,-330.00,-42.50,D514RH20,GTA511,[1-08]
0.52,2,-323.75,-48.75,D514RH20,GTA511,[1-08]
0.53,2,-311.25,-53.75,D514RH20,GTA511,[1-08]
0.54,2,-297.50,-51.25,D514RH20,GTA511,[1-08]
0.55,2,-300.00,-43.75,D514RH20,GTA511,[1-08]
0.56,2,-302.50,-45.00,D514RH20,GTA511,[1-08]
0.57,2,-296.25,-47.50,D514RH20,GTA511,[1-08]
0.58,2,-286.25,-48.75,D514RH20,GTA511,[1-08]
0.59,2,-278.75,-47.50,D514RH20,GTA511,[1-08]
0.60,2,-283.75,-41.25,D514RH20,GTA511,[1-08]
0.61,2,-297.50,-35.00,D514RH20,GTA511,[1-08]
0.62,2,-302.50,-41.25,D514RH20,GTA511,[1-08]
0.63,2,-298.75,-45.00,D514RH20,GTA511,[1-08]
0.64,2,-286.25,-50.00,D514RH20,GTA511,[1-08]
0.65,2,-283.75,-47.50,D514RH20,GTA511,[1-08]
0.66,2,-285.00,-42.50,D514RH20,GTA511,[1-08]
0.67,2,-295.00,-41.25,D514RH20,GTA511,[1-08]
0.68,2,-296.25,-45.00,D514RH20,GTA511,[1-08]
0.69,2,-287.50,-48.75,D514RH20,GTA511,[1-08]
0.70,2,-277.50,-51.25,D514RH20,GTA511,[1-08]
0.71,2,-267.50,-48.75,D514RH20,GTA511,[1-08]
0.72,2,-273.75,-45.00,D514RH20,GTA511,[1-08]
0.73,2,-276.25,-40.00,D514RH20,GTA511,[1-08]
0.74,2,-273.75,-45.00,D514RH20,GTA511,[1-08]
0.75,2,-265.00,-47.50,D514RH20,GTA511,[1-08]
0.76,2,-257.50,-47.50,D514RH20,GTA511,[1-08]
0.77,2,-261.25,-42.50,D514RH20,GTA511,[1-08]
0.78,2,-270.00,-37.50,D514RH20,GTA511,[1-08]
0.79,2,-275.00,-40.00,D514RH20,GTA511,[1-08]
0.80,2,-267.50,-50.00,D514RH20,GTA511,[1-08]
0.81,2,-262.50,-50.00,D514RH20,GTA511,[1-08]
0.82,2,-257.50,-46.25,D514RH20,GTA511,[1-08]
0.83,2,-265.00,-41.25,D514RH20,GTA511,[1-08]
0.84,2,-273.75,-38.75,D514RH20,GTA511,[1-08]
0.85,2,-275.00,-45.00,D514RH20,GTA511,[1-08]
0.86,2,-265.00,-50.00,D514RH20,GTA511,[1-08]
0.87,2,-252.50,-51.25,D514RH20,GTA511,[1-08]
0.88,2,-252.50,-45.00,D514RH20,GTA511,[1-08]
0.89,2,-261.25,-41.25,D514RH20,GTA511,[1-08]
0.90,2,-263.75,-45.00,D514RH20,GTA511,[1-08]
0.91,2,-255.00,-46.25,D514RH20,GTA511,[1-08]
0.92,2,-251.25,-48.75,D514RH20,GTA511,[1-08]
0.93,2,-252.50,-43.75,D514RH20,GTA511,[1-08]
0.94,2,-265.00,-38.75,D514RH20,GTA511,[1-08]
0.95,2,-278.75,-38.75,D514RH20,GTA511,[1-08]
0.96,2,-282.50,-42.50,D514RH20,GTA511,[1-08]
0.97,2,-277.50,-50.00,D514RH20,GTA511,[1-08]
0.98,2,-270.00,-51.25,D514RH20,GTA511,[1-08]
0.99,2,-273.75,-46.25,D514RH20,GTA511,[1-08]
1.00,2,-283.75,-42.50,D514RH20,GTA511,[1-08]
1.01,2,-290.00,-41.25,D514RH20,GTA511,[1-08]
1.02,2,-287.50,-50.00,D514RH20,GTA511,[1-08]
1.03,2,-278.75,-50.00,D514RH20,GTA511,[1-08]
1.04,2,-270.00,-50.00,D514RH20,GTA511,[1-08]
1.05,2,-275.00,-43.75,D514RH20,GTA511,[1-08]
1.06,2,-285.00,-42.50,D514RH20,GTA511,[1-08]
1.07,2,-283.75,-46.25,D514RH20,GTA511,[1-08]
1.08,2,-276.25,-47.50,D514RH20,GTA511,[1-08]
1.09,2,-271.25,-46.25,D514RH20,GTA511,[1-08]
1.10,2,-275.00,-46.25,D514RH20,GTA511,[1-08]
1.11,2,-286.25,-40.00,D514RH20,GTA511,[1-08]
1.12,2,-291.25,-43.75,D514RH20,GTA511,[1-08]
1.13,2,-295.00,-40.00,D514RH20,GTA511,[1-08]
1.14,2,-292.50,-47.50,D514RH20,GTA511,[1-08]
1.15,2,-281.25,-50.00,D514RH20,GTA511,[1-08]
1.16,2,-288.75,-45.00,D514RH20,GTA511,[1-08]
1.17,2,-298.75,-40.00,D514RH20,GTA511,[1-08]
1.18,2,-303.75,-43.75,D514RH20,GTA511,[1-08]
1.19,2,-303.75,-46.25,D514RH20,GTA511,[1-08]
1.20,2,-288.75,-51.25,D514RH20,GTA511,[1-08]
1.21,2,-285.00,-50.00,D514RH20,GTA511,[1-08]
1.22,2,-300.00,-42.50,D514RH20,GTA511,[1-08]
1.23,2,-303.75,-42.50,D514RH20,GTA511,[1-08]
1.24,2,-302.50,-45.00,D514RH20,GTA511,[1-08]
1.25,2,-293.75,-48.75,D514RH20,GTA511,[1-08]
1.26,2,-288.75,-48.75,D514RH20,GTA511,[1-08]
1.27,2,-293.75,-41.25,D514RH20,GTA511,[1-08]
1.28,2,-312.50,-36.25,D514RH20,GTA511,[1-08]
1.29,2,-323.75,-38.75,D514RH20,GTA511,[1-08]
1.30,2,-322.50,-46.25,D514RH20,GTA511,[1-08]
1.31,2,-308.75,-51.25,D514RH20,GTA511,[1-08]
1.32,2,-308.75,-47.50,D514RH20,GTA511,[1-08]
1.33,2,-317.50,-43.75,D514RH20,GTA511,[1-08]
1.34,2,-325.00,-41.25,D514RH20,GTA511,[1-08]
1.35,2,-326.25,-45.00,D514RH20,GTA511,[1-08]
1.36,2,-318.75,-50.00,D514RH20,GTA511,[1-08]
1.37,2,-307.50,-51.25,D514RH20,GTA511,[1-08]
1.38,2,-303.75,-46.25,D514RH20,GTA511,[1-08]
1.39,2,-315.00,-40.00,D514RH20,GTA511,[1-08]
1.40,2,-317.50,-43.75,D514RH20,GTA511,[1-08]
1.41,2,-307.50,-48.75,D514RH20,GTA511,[1-08]
1.42,2,-300.00,-51.25,D514RH20,GTA511,[1-08]
1.43,2,-296.25,-45.00,D514RH20,GTA511,[1-08]
1.44,2,-307.50,-40.00,D514RH20,GTA511,[1-08]
1.45,2,-318.75,-37.50,D514RH20,GTA511,[1-08]
1.46,2,-321.25,-42.50,D514RH20,GTA511,[1-08]
1.47,2,-313.75,-48.75,D514RH20,GTA511,[1-08]
1.48,2,-306.25,-48.75,D514RH20,GTA511,[1-08]
1.49,2,-312.50,-46.25,D514RH20,GTA511,[1-08]
1.50,2,-323.75,-38.75,D514RH20,GTA511,[1-08]
1.51,2,-331.25,-40.00,D514RH20,GTA511,[1-08]
1.52,2,-326.25,-46.25,D514RH20,GTA511,[1-08]
1.53,2,-316.25,-52.50,D514RH20,GTA511,[1-08]
1.54,2,-305.00,-51.25,D514RH20,GTA511,[1-08]
1.55,2,-308.75,-45.00,D514RH20,GTA511,[1-08]
1.56,2,-313.75,-42.50,D514RH20,GTA511,[1-08]
1.57,2,-311.25,-46.25,D514RH20,GTA511,[1-08]
1.58,2,-303.75,-50.00,D514RH20,GTA511,[1-08]
1.59,2,-296.25,-47.50,D514RH20,GTA511,[1-08]
1.60,2,-298.75,-43.75,D514RH20,GTA511,[1-08]
1.61,2,-310.00,-38.75,D514RH20,GTA511,[1-08]
1.62,2,-320.00,-40.00,D514RH20,GTA511,[1-08]
1.63,2,-313.75,-45.00,D514RH20,GTA511,[1-08]
1.64,2,-302.50,-51.25,D514RH20,GTA511,[1-08]
1.65,2,-295.00,-51.25,D514RH20,GTA511,[1-08]
1.66,2,-298.75,-43.75,D514RH20,GTA511,[1-08]
1.67,2,-305.00,-40.00,D514RH20,GTA511,[1-08]
1.68,2,-305.00,-43.75,D514RH20,GTA511,[1-08]
1.69,2,-297.50,-47.50,D514RH20,GTA511,[1-08]
1.70,2,-287.50,-52.50,D514RH20,GTA511,[1-08]
1.71,2,-277.50,-47.50,D514RH20,GTA511,[1-08]
